Algos,Data Size,Waste,Runtime
"('NextFit', 0)",100,11.105970300000003,0.0001260889694094658
"('FirstFit', 0)",100,2.1059703000000027,0.00027066003531217575
"('BestFit', 0)",100,2.1059703000000027,0.0012633820297196507
"('FirstFitDec', 0)",100,1.1059703000000027,0.0003035300178453326
"('BestFitDec', 0)",100,1.1059703000000027,0.0012379389954730868
"('CustomFit2', 0)",100,1.1059703000000027,0.0009730160236358643
"('NextFit', 0)",200,24.68135764,0.00011212006211280823
"('FirstFit', 0)",200,5.681357640000002,0.0007808340014889836
"('BestFit', 0)",200,3.6813576400000017,0.0030777089996263385
"('FirstFitDec', 0)",200,0.6813576400000017,0.001255632028914988
"('BestFitDec', 0)",200,0.6813576400000017,0.003967105061747134
"('CustomFit2', 0)",200,1.6813576400000017,0.003176698926836252
"('NextFit', 0)",400,65.62730855999999,0.00023605301976203918
"('FirstFit', 0)",400,8.627308559999989,0.0020064699929207563
"('BestFit', 0)",400,6.627308559999989,0.013268948066979647
"('FirstFitDec', 0)",400,1.6273085599999888,0.0049352520145475864
"('BestFitDec', 0)",400,0.6273085599999888,0.015410023974254727
"('CustomFit2', 0)",400,1.6273085599999888,0.02868995303288102
"('NextFit', 0)",800,108.93809363999998,0.0002573290839791298
"('FirstFit', 0)",800,11.938093639999977,0.0105149649316445
"('BestFit', 0)",800,7.938093639999977,0.07428285793866962
"('FirstFitDec', 0)",800,0.9380936399999769,0.010254269000142813
"('BestFitDec', 0)",800,0.9380936399999769,0.06091530399862677
"('CustomFit2', 0)",800,1.9380936399999769,0.0650155529147014
"('NextFit', 0)",1600,220.03324927999995,0.000764008960686624
"('FirstFit', 0)",1600,18.03324927999995,0.02367470704484731
"('BestFit', 0)",1600,14.03324927999995,0.08388965600170195
"('FirstFitDec', 0)",1600,1.03324927999995,0.027822157950140536
"('BestFitDec', 0)",1600,1.03324927999995,0.1271141110919416
"('CustomFit2', 0)",1600,2.03324927999995,0.11823453602846712
