Algos,Data Size,Waste,Runtime
"('NextFit', 1)",100,14.38425677,2.3624999997196028e-05
"('FirstFit', 1)",100,5.38425677,0.00010533400001122573
"('BestFit', 1)",100,4.38425677,0.00035216700000262335
"('CustomFit1', 1)",100,6.38425677,0.00025866699999710363
"('CustomFit1Sorted', 1)",100,2.3842567700000004,0.0004150830000071437
"('NextFit', 1)",200,35.25380351000001,4.391699999928278e-05
"('FirstFit', 1)",200,8.253803510000012,0.00037320900000281654
"('BestFit', 1)",200,7.253803510000012,0.0013620830000036221
"('CustomFit1', 1)",200,8.253803510000012,0.0010173750000035398
"('CustomFit1Sorted', 1)",200,3.253803509999983,0.0012822089999957598
"('NextFit', 1)",400,49.57944059999997,8.30839999963473e-05
"('FirstFit', 1)",400,7.57944059999997,0.0012986250000039945
"('BestFit', 1)",400,4.57944059999997,0.004424291999995944
"('CustomFit1', 1)",400,11.57944059999997,0.003892000000007556
"('CustomFit1Sorted', 1)",400,2.5794405999997707,0.004823333999993906
"('NextFit', 1)",800,115.19222016999953,0.00016604099999995015
"('FirstFit', 1)",800,12.19222016999953,0.005217166000008433
"('BestFit', 1)",800,8.19222016999953,0.017337667000006718
"('CustomFit1', 1)",800,23.19222016999953,0.015556250000003047
"('CustomFit1Sorted', 1)",800,4.192220170000326,0.018165290999988315
"('NextFit', 1)",1600,241.23435402999996,0.0003860419999881515
"('FirstFit', 1)",1600,30.234354029999963,0.021339874999995345
"('BestFit', 1)",1600,22.234354029999963,0.07118020800000124
"('CustomFit1', 1)",1600,48.23435402999996,0.06414183299999365
"('CustomFit1Sorted', 1)",1600,11.234354029997348,0.07140166599999986
"('NextFit', 1)",3200,457.3273665399988,0.0007384590000043545
"('FirstFit', 1)",3200,36.32736653999882,0.08873424999998747
"('BestFit', 1)",3200,25.32736653999882,0.2817653329999956
"('CustomFit1', 1)",3200,88.32736653999882,0.2635674170000044
"('CustomFit1Sorted', 1)",3200,12.32736653999791,0.2849120830000089
"('NextFit', 1)",6400,927.8316460900014,0.001673084000003655
"('FirstFit', 1)",6400,62.83164609000141,0.36947379199999375
"('BestFit', 1)",6400,47.83164609000141,1.1591325000000126
"('CustomFit1', 1)",6400,176.8316460900014,1.0650633330000119
"('CustomFit1Sorted', 1)",6400,25.831646089991864,1.1352415829999956
"('NextFit', 1)",12800,1815.4428805900134,0.0033022920000007616
"('FirstFit', 1)",12800,108.44288059001337,1.431511333000003
"('BestFit', 1)",12800,79.44288059001337,4.553593165999999
"('CustomFit1', 1)",12800,339.4428805900134,4.234758458000002
"('CustomFit1Sorted', 1)",12800,43.44288058998245,4.547975082999997
"('NextFit', 1)",25600,3694.29050308998,0.006287000000000376
"('FirstFit', 1)",25600,209.29050308998012,5.899491167000008
"('BestFit', 1)",25600,157.29050308998012,18.67770345800001
"('CustomFit1', 1)",25600,674.2905030899801,17.58768154100001
"('CustomFit1Sorted', 1)",25600,75.29050309000922,18.194653459000023
"('NextFit', 2)",100,14.836417839999996,2.420900000288384e-05
"('FirstFit', 2)",100,4.836417839999996,0.00011366699999371122
"('BestFit', 2)",100,3.8364178399999957,0.00037237499998354906
"('CustomFit1', 2)",100,5.836417839999996,0.00026595799999995506
"('CustomFit1Sorted', 2)",100,3.83641784000001,0.00040995800000587224
"('NextFit', 2)",200,24.710413949999975,4.304199998728109e-05
"('FirstFit', 2)",200,4.710413949999975,0.00035229200000230776
"('BestFit', 2)",200,2.7104139499999746,0.0011553749999961838
"('CustomFit1', 2)",200,6.710413949999975,0.000990709000006973
"('CustomFit1Sorted', 2)",200,1.7104139499999889,0.0013752090000025419
"('NextFit', 2)",400,58.83992957000004,8.487499999887405e-05
"('FirstFit', 2)",400,6.839929570000038,0.0013361249999945812
"('BestFit', 2)",400,5.839929570000038,0.0045588749999865286
"('CustomFit1', 2)",400,12.839929570000038,0.004014750000010281
"('CustomFit1Sorted', 2)",400,2.839929570000095,0.0048878340000158005
"('NextFit', 2)",800,127.36476711,0.00017033299999980045
"('FirstFit', 2)",800,13.364767110000003,0.005377167000006011
"('BestFit', 2)",800,9.364767110000003,0.018123540999994248
"('CustomFit1', 2)",800,22.364767110000003,0.015870208000023922
"('CustomFit1Sorted', 2)",800,5.364767109999491,0.018310249999984762
"('NextFit', 2)",1600,237.8431584399999,0.00040520900000728943
"('FirstFit', 2)",1600,17.84315843999991,0.02173808300000246
"('BestFit', 2)",1600,13.843158439999911,0.07201333300000101
"('CustomFit1', 2)",1600,41.84315843999991,0.06512845800000377
"('CustomFit1Sorted', 2)",1600,6.843158440000025,0.07412666700000159
"('NextFit', 2)",3200,443.4290913499983,0.0007842919999916376
"('FirstFit', 2)",3200,36.429091349998316,0.09002704200000267
"('BestFit', 2)",3200,26.429091349998316,0.28914016699999934
"('CustomFit1', 2)",3200,88.42909134999832,0.26824612499999034
"('CustomFit1Sorted', 2)",3200,12.429091350000135,0.2890126670000086
"('NextFit', 2)",6400,908.622371320002,0.0018646249999960673
"('FirstFit', 2)",6400,55.622371320002,0.35850016700001675
"('BestFit', 2)",6400,44.622371320002,1.1496753749999868
"('CustomFit1', 2)",6400,173.622371320002,1.0692089579999902
"('CustomFit1Sorted', 2)",6400,20.622371320003822,1.1491670409999983
"('NextFit', 2)",12800,1810.698205879974,0.002940083999988019
"('FirstFit', 2)",12800,111.69820587997401,1.4611161670000001
"('BestFit', 2)",12800,80.69820587997401,4.4851589579999995
"('CustomFit1', 2)",12800,337.698205879974,4.290604083000005
"('CustomFit1Sorted', 2)",12800,36.69820587997128,4.578388999999987
"('NextFit', 2)",25600,3694.7346850500253,0.006373458000012988
"('FirstFit', 2)",25600,208.7346850500253,5.879173499999979
"('BestFit', 2)",25600,154.7346850500253,18.473451584000003
"('CustomFit1', 2)",25600,676.7346850500253,17.034413209000007
"('CustomFit1Sorted', 2)",25600,80.73468504998164,18.016614540999996
"('NextFit', 3)",100,17.23378374,2.4042000006829767e-05
"('FirstFit', 3)",100,5.23378374,0.00011016599998470156
"('BestFit', 3)",100,4.23378374,0.00038495900000157235
"('CustomFit1', 3)",100,5.23378374,0.00027670800000123563
"('CustomFit1Sorted', 3)",100,3.2337837399999856,0.0004056250000132877
"('NextFit', 3)",200,27.698195440000006,7.545799999775227e-05
"('FirstFit', 3)",200,7.698195440000006,0.0003479169999991427
"('BestFit', 3)",200,4.698195440000006,0.0011363750000157324
"('CustomFit1', 3)",200,9.698195440000006,0.0009570420000102331
"('CustomFit1Sorted', 3)",200,1.6981954399999921,0.0013260409999986678
"('NextFit', 3)",400,50.805380850000006,8.650000000898217e-05
"('FirstFit', 3)",400,5.805380850000006,0.0013331250000021555
"('BestFit', 3)",400,5.805380850000006,0.004400457999992113
"('CustomFit1', 3)",400,10.805380850000006,0.003837707999991835
"('CustomFit1Sorted', 3)",400,3.8053808499999775,0.004814167000006364
"('NextFit', 3)",800,117.7129214200001,0.000169083999992381
"('FirstFit', 3)",800,15.7129214200001,0.005223250000000235
"('BestFit', 3)",800,9.7129214200001,0.018160208000011835
"('CustomFit1', 3)",800,22.7129214200001,0.015773040999988552
"('CustomFit1Sorted', 3)",800,6.712921420000157,0.01844783399999983
"('NextFit', 3)",1600,236.04459543999917,0.00038429200000678065
"('FirstFit', 3)",1600,17.04459543999917,0.021614833000001
"('BestFit', 3)",1600,12.04459543999917,0.07074587500000007
"('CustomFit1', 3)",1600,45.04459543999917,0.06413608300002238
"('CustomFit1Sorted', 3)",1600,7.044595439999057,0.07112158399999657
"('NextFit', 3)",3200,471.7415921800007,0.0008917499999938627
"('FirstFit', 3)",3200,39.74159218000068,0.08894499999999539
"('BestFit', 3)",3200,26.74159218000068,0.2910033329999919
"('CustomFit1', 3)",3200,88.74159218000068,0.266476707999999
"('CustomFit1Sorted', 3)",3200,12.741592179997724,0.2852432919999899
"('NextFit', 3)",6400,937.9931627399978,0.001451791999983243
"('FirstFit', 3)",6400,61.99316273999784,0.36093112500000757
"('BestFit', 3)",6400,45.99316273999784,1.1476324170000112
"('CustomFit1', 3)",6400,170.99316273999784,1.082689749999986
"('CustomFit1Sorted', 3)",6400,24.993162739991476,1.129061833999998
"('NextFit', 3)",12800,1829.2357021099924,0.0034024999999928696
"('FirstFit', 3)",12800,104.23570210999242,1.4430419589999985
"('BestFit', 3)",12800,81.23570210999242,4.573738792
"('CustomFit1', 3)",12800,343.2357021099924,4.318282625000023
"('CustomFit1Sorted', 3)",12800,43.2357021099715,4.4861607500000105
"('NextFit', 3)",25600,3699.186542139925,0.006468457999972088
"('FirstFit', 3)",25600,206.18654213992522,5.835403292000024
"('BestFit', 3)",25600,152.18654213992522,18.367951000000005
"('CustomFit1', 3)",25600,674.1865421399252,17.326636791
"('CustomFit1Sorted', 3)",25600,76.18654214002709,18.085131750000016
"('NextFit', 4)",100,13.5891248,2.408300002798569e-05
"('FirstFit', 4)",100,4.5891248000000004,0.00010491699998738113
"('BestFit', 4)",100,3.5891248000000004,0.00035766700000294804
"('CustomFit1', 4)",100,4.5891248000000004,0.0002477909999925032
"('CustomFit1Sorted', 4)",100,1.5891248000000004,0.0004089580000368187
"('NextFit', 4)",200,30.449624040000046,4.4708000018545135e-05
"('FirstFit', 4)",200,7.449624040000046,0.00038341699996635725
"('BestFit', 4)",200,4.449624040000046,0.0013045000000033724
"('CustomFit1', 4)",200,7.449624040000046,0.0010173329999929592
"('CustomFit1Sorted', 4)",200,2.44962404000006,0.001357916000017667
"('NextFit', 4)",400,58.28697652999995,8.616700000629862e-05
"('FirstFit', 4)",400,13.286976529999947,0.0014238339999792515
"('BestFit', 4)",400,9.286976529999947,0.004820332999997845
"('CustomFit1', 4)",400,15.286976529999947,0.004093624999995882
"('CustomFit1Sorted', 4)",400,3.2869765299998335,0.0050399579999975685
"('NextFit', 4)",800,109.87444851999987,0.00017079099995953584
"('FirstFit', 4)",800,16.874448519999873,0.005285500000013599
"('BestFit', 4)",800,10.874448519999873,0.017462040999987494
"('CustomFit1', 4)",800,25.874448519999873,0.015673417000016343
"('CustomFit1Sorted', 4)",800,3.8744485200002714,0.01815174999995861
"('NextFit', 4)",1600,230.93407783000066,0.00038741700001310164
"('FirstFit', 4)",1600,20.93407783000066,0.021011958000030972
"('BestFit', 4)",1600,16.93407783000066,0.07027916700002379
"('CustomFit1', 4)",1600,47.93407783000066,0.06414687500000582
"('CustomFit1Sorted', 4)",1600,8.93407783000066,0.07130050000000665
"('NextFit', 4)",3200,443.5309105700005,0.000729291999959969
"('FirstFit', 4)",3200,33.530910570000515,0.08774737499999219
"('BestFit', 4)",3200,25.530910570000515,0.27966062500001954
"('CustomFit1', 4)",3200,86.53091057000051,0.261551666999992
"('CustomFit1Sorted', 4)",3200,11.53091056999915,0.2860185829999864
"('NextFit', 4)",6400,952.9340284800055,0.0014628339999944728
"('FirstFit', 4)",6400,60.93402848000551,0.3563850000000457
"('BestFit', 4)",6400,43.93402848000551,1.1405031670000199
"('CustomFit1', 4)",6400,177.9340284800055,1.0754517500000134
"('CustomFit1Sorted', 4)",6400,24.934028479999597,1.1261982500000158
"('NextFit', 4)",12800,1872.2573198499913,0.00333495799998218
"('FirstFit', 4)",12800,116.25731984999129,1.4613327499999968
"('BestFit', 4)",12800,84.25731984999129,4.731906583000011
"('CustomFit1', 4)",12800,343.2573198499913,4.286316333000002
"('CustomFit1Sorted', 4)",12800,41.25731984997583,4.528537083999993
"('NextFit', 4)",25600,3665.0831719799207,0.018414582999980667
"('FirstFit', 4)",25600,207.08317197992073,5.818586499999981
"('BestFit', 4)",25600,154.08317197992073,18.340976375000025
"('CustomFit1', 4)",25600,686.0831719799207,17.156516167000007
"('CustomFit1Sorted', 4)",25600,75.08317197990073,18.130618708999975
